chair 's message nan nan 2001|fact division chair 's message ak gupta  d mahr nan nan|0
watermarking relational databases r agrawal  j kiernan vldb 2002|watermarking relational databases j kiernan  r agrawal proceedings of the 28th international conference on very & hellip ;  nan|1
the design and performance evaluation of alternative xml storage strategies f tian  d dewitt  j chen  c zhang sigmod record 2002|the design and performance evaluation of alternative xml storage strategies ftdjdw jianjun  cc zhang nan nan|1
keynote address nan nan 1995|keynote address gm hopper history of programming nan|0
dynamat : a dynamic view management system for data warehouses y kotidis  n roussopoulos sigmod conference 1999|dynamat : a dynamic view management system for data warehouse y kotodis  n roussopoulos proceedings of the acm sigmod  nan|1
optimizing queries with universal quantification in object-oriented and object-relational databases j clauen  a kemper  g moerkotte  k peithner vldb 1997|description logics for semantic query optimization in object-oriented database systems d beneventano  s bergamaschi  c sartori acm transactions on database systems  2003.0|0
a scalable algorithm for answering queries using views r pottinger  a levy vldb 2000|minicon . a scalable algorithm for answering queries using views r pttinger  a levy vldb journal  nan|1
storing and querying ordered xml using a relational database system i tatarinov  s viglas  k beyer  j shanmugasundaram  e shekita  c zhang sigmod conference 2002|storing and querying xml documents using a path table in relational databases bj shin  m jin nan nan|0
temporal database system implementations m bhlen sigmod record 1995|relational  and multidimensional database systems o george colliat sigmod record  nan|0
protdb : probabilistic data in xml a nierman  h jagadish vldb 2002|protdb : probabilistic data in xml . a nierman  hv jagadish vldb  2002.0|1
supporting exceptions to schema consistency to ease schema evolution in oodbms e amiel  m bellosta  e dujardin  e simon vldb 1994|supporting exceptions to schema consistency to ease schema evolution in oodbms e amiel  mj bellosta  e dujardin  e simon proceedings of the 20th international conference on very & hellip ;  1994.0|1
load shedding in a data stream manager n tatbul  u etintemel  s zdonik  m cherniack  m stonebraker vldb 2003|loadstar : load shedding in data stream mining y chi  h wang  ps yu proceedings of the 31st international conference on very & hellip ;  2005.0|0
efficient filtering of xml documents for selective dissemination of information m altinel  m franklin vldb 2000|cms-topss : efficient dissemination of rss documents m petrovic  h liu  ha jacobsen nan nan|0
an introduction to spatial database systems r gting vldb j. 1994|a statistical approach to incomplete information in database systems e wong acm transactions on database systems  1982.0|0
the x-tree : an index structure for high-dimensional data s berchtold  d keim  h kriegel vldb 1996|the rc-tree : a dynamic index for multi-dimensional dynamic indexes t sellis  n roussopoulos  c faloutsos proc  vldb  brighton  nan|0
tail recursion elimination in deductive databases k ross acm trans . database syst . 1996|space optimization in deductive databases a baltrunas  d srivastava  s sudarshan  r acm transactions on database systems  1995.0|0
bifocal sampling for skew-resistant join size estimation s ganguly  p gibbons  y matias  a silberschatz sigmod conference 1996|swami . sequential sampling procedures forquery size estimation p haasanda procs . of the acm sigmod intl. conf . on management of nan|0
guest editorial nan nan 2000|guest editorial mp atkinson the vldb journal the international journal on very large & hellip ;  2000.0|1
editor 's notes a segev sigmod record 1994|editor 's notes tw banta implementing outcomes assessment : promise and perils . new & hellip ;  nan|0
composing web services on the semantic web b medjahed  a bouguettaya  a elmagarmid vldb j. 2003|trust networks on the semantic web j golbeck  b parsia  j hendler lecture notes in computer science  2003.0|0
computing capabilities of mediators r yerneni  c li  h garcia-molina  j ullman sigmod conference 1999|computing capabilities of mediators extended version . http : www-db r yerneni  c li  h garcia-molina  j ullman stanford . edu pubpapersmedtemp . nan|1
cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems s cha  s hwang  k kim  k kwon vldb 2001|cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems sk cha  s hwang  k kim  k kwon proceedings of the international conference on very large & hellip ;  2001.0|1
parametric query optimization y ioannidis  r ng  k shim  t sellis vldb j. 1997|query optimization for parallel execution sgw hasan  r krishnamurthy acm sigmod nan|0
report from the nsf workshop on workflow and process automation in information systems nan nan 1996|and a. wolf . report from the nsf workshop on workflow and process automation in information systems a sheth  d georgakopoulos  s joosten technical report  university of georgia  1996 . available via url nan|1
chair 's message nan nan 1999|head/director 's message rdae status nan nan|0
data access for the masses through ole db j blakeley sigmod conference 1996|data accessforthemasses through oledb j blakeley proc . acm sigmod conf  nan|1
implementation of two semantic query optimization techniques in db2 universal database q cheng  j gryz  f koo  t leung  l liu  x qian  k schiefer vldb 1999|implementation of two semantic query optimization techniques in db2 universal database ''  atkinson q cheng  j gryz  f koo  tyc leung  l liu  x qian  international conference on very large data bases ( vldb ?? 99 nan|1
projecting xml documents a marian  j simon vldb 2003|projecting xml elements a marian  j sim  on int . conference on very large databases vldb ?? 03  nan|1
an introduction to spatial database systems r gting vldb j. 1994|preface to the special issue on spatial database systems rh g 1/4 ting the vldb journal the international journal on very large & hellip ;  1994.0|1
the cougar project : a work-in-progress report a demers  j gehrke  r rajaraman  a trigoni  y yao sigmod record 2003|the cougar project : a work-in-progress report a demers  j gehrke  r rajaraman  n trigoni  y yao sigmod record  2003.0|1
efficient optimistic concurrency control using loosely synchronized clocks a adya  r gruber  b liskov  u maheshwari sigmod conference 1995|lazy consistency using loosely synchronized clocks a adya  b liskov nan nan|0
efficient user-adaptable similarity search in large multimedia databases t seidl  h kriegel vldb 1997|speeding up the similarity search in multimedia database . t chen  m nakazato  ts huang nan nan|0
aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu  c pu  d buttler  w han  h paques  w tang sigmod conference 2000|mocha : a self-extensible database middleware system for distributed data sources mr martinez  n roussopoulos acm sigmod international conference on management of data  nan|0
online query processing nan nan 2001|low-cost compensation-based query processing o grwlen  so hvasshovd  o torbjgrnsen nan nan|0
commercial use of database technology h schning vldb 2003|commercial use of database technology h schoening vldb  2003.0|1
an overview of data warehousing and olap technology s chaudhuri  u dayal sigmod record 1997|an overview of data warehousing and olap technology sc cd971  u dayal sigmod record  vol26 ( 1 )  nan|1
on the computation of relational view complements j lechtenbrger  g vossen acm trans . database syst . 2003|a relational view of the diam ls schneider proc . acm sigmod international conference on the management & hellip ;  nan|0
sprint : a scalable parallel classifier for data mining j shafer  r agrawal  m mehta vldb 1996|seiq : a fast and scalable classifier for data mining [ r ] m mehta  r agrawal  j rissanen ibm almaden research center  nan|0
optimization of dynamic query evaluation plans r cole  g graefe sigmod conference 1994|optimization of dynamic query evaluation plans g graefe  r cole proc . of acm sigmod conf . on management of data  minneapolis & hellip ;  1994.0|1
french government activity in the conservation of data and electronic documents s novaretti vldb 2001|french government activity in the conservation of data and electronic documents s novaretti proceedings of the international conference on very large & hellip ;  2001.0|1
fast nearest neighbor search in medical image databases f korn  n sidiropoulos  c faloutsos  e siegel  z protopapas vldb 1996|andz . protopapas . fast nearest neighbor search in medical image databases f korn  n sidiropoulos  c faloutsos  e siegel technical report cs-tr-3613  university of maryland institute nan|1
efficient similarity search for market basket data a nanopoulos  y manolopoulos vldb j. 2002|a new method for similarity indexing of market basket data cc aggarwal  jl wolf  ps yu sigmod conference  1999.0|0
a multi-paradigm querying approach for a generic multimedia database management system j wen  q li  w ma  h zhang sigmod record 2003|a database approach for modeling and querying video data cd mohand-saidhacid nan nan|0
size separation spatial join n koudas  k sevcik sigmod conference 1997|size separation spatial join n koudas  kc sevcik proceedings of the 1997 acm sigmod international conference & hellip ;  1997.0|1
dimensionality reduction for similarity searching in dynamic databases k kanth  d agrawal  a singh sigmod conference 1998|similarity search in high dimensional via hashing a gionis  p indyk  r motwani proceedings of the 25th international conference on very & hellip ;  nan|0
fast joins using join indices z li  k ross vldb j. 1999|fast joins using join indices z li  ka ross the vldb journal the international journal on very large & hellip ;  1999.0|1
an efficient algorithm for mining association rules in large databases a savasere  e omiecinski  s navathe vldb 1995|an efficient data clustering method for very large databases t zhang  r ramakrishnan  mb livny proc . acm sigmod  nan|0
join queries with external text sources : execution and optimization techniques s chaudhuri  u dayal  t yan sigmod conference 1995|join queries with external text sources : execution and optimization techniques s chaudhuri  u dayal  tw yan sigmod conference  1995.0|1
an efficient algorithm for mining association rules in large databases a savasere  e omiecinski  s navathe vldb 1995|shamkantnavathe . an efficient algorithm for mining association rules in large databases a savasere  e omiecinski proceedings of the 21st international conference on very nan|1
data grid management systems a jagatheesan  a rajasekar sigmod conference 2003|the cedar database management system m brown ?  proc . 1981 acmsigmod conference on management of data  ann & hellip ;  nan|0
answering queries with useful bindings c li  e chang acm trans . database syst . 2001|answering queries with aggragates using views d srivastava  s dar  h jagadish  a levy proceedings of the international conference on very large & hellip ;  nan|0
implementation of magic-sets in a relational database system i mumick  h pirahesh sigmod conference 1994|specification of database systems using traditional documentation g pangalos information and software technology  1989.0|0
unisql/x unified relational and object-oriented database system w kim sigmod conference 1994|oz + : an object-oriented database system sp weiser  fh lochovsky acm press frontier series  1989.0|0
odefs : a file system interface to an object-oriented database n gehani  h jagadish  w roome vldb 1994|odefs : a file system interface to an object-oriented database nh gehani  hv jagadish  wd roome proceedings of the 20th international conference on very & hellip ;  1994.0|1
guest editorial nan nan 2003|editorial s rudkin bt technology journal  2005.0|0
view management in multimedia databases k candan  e lemar  v subrahmanian vldb j. 2000|view management in multimedia databases sc kasim  e lemar  vs subrahmanian the vldb journal  nan|1
winnowing : local algorithms for document fingerprinting s schleimer  d wilkerson  a aiken sigmod conference 2003|winnowing : local algorithms for document fingerprinting s schleimer  ds wilkerson  a aiken sigmod conference  2003.0|1
unisql/x unified relational and object-oriented database system w kim sigmod conference 1994|the architecture of an active  object-oriented database system d mccarthy  u dayal proc . 1989 acm-sigmod conference on management of data  & hellip ;  nan|0
improving timeliness in real-time secure database systems s son  r david  b thuraisingham sigmod record 1996|secure concurrency control in firm real-time database systems b george  jr haritsa distributed and parallel databases  2000.0|0
information integration on the web : a view from ai and databases ( report on iiweb-03 ) s kambhampati  c knoblock sigmod record 2003|view integration and cooperation in databases  data warehouses and web information systems h ma  kd schewe  b thalheim  j zhao nan nan|0
mining quantitative association rules in large relational tables r srikant  r agrawal sigmod conference 1996|mining quantitative association rules in large relational tables [ c ] r sfikant  r agrawal proceedings of the acm-sigmod conference on management of & hellip ;  nan|1
the zero latency enterprise d liles vldb 2000|the zero latency enterprise d liles proceedings of the international conference on very large & hellip ;  2000.0|1
efficient and effective metasearch for text databases incorporating linkages among documents c yu  w meng  w wu  k liu sigmod conference 2001|efficient and effective metasearch for text databases incorporating linkages among documents c yu  w meng  w wu  kl liu sigmod conference  2001.0|1
editor 's notes l liu sigmod record 2002|editors ' notes r picciotto  rc rist new directions for program evaluation  1995.0|0
query processing in spatial network databases d papadias  j zhang  n mamoulis  y tao vldb 2003|multiple query processing in deductive databases using query graphs us chakravarthy vldb  1986.0|0
tsql2 language specification r snodgrass  i ahn  g ariav  d batory  j clifford  c dyreson  r elmasri  f grandi  c jensen  w kfer  n kline  k kulkarni  t leung  n lorentzos  j roddick  a segev  m soo  s sripada sigmod record 1994|tsql2 language specification rt snodgrass acm sigmod record  1994.0|1
designing wrapper components for e-services in integrating heterogeneous systems m mecella  b pernici vldb j. 2001|wrapping legacy systems for use in heterogeneous computing environments cc chiang information & software technology  2001.0|0
the clustra telecom database : high availability  high throughput  and real-time response s hvasshovd   torbjrnsen  s bratsberg  p holager vldb 1995|the clustra telecom database : high availability  high throughput  and real-time response proceedings so hvasshovd  o torbjornsen  se bratsberg  p zurich  switzerland  nan|1
structures for manipulating proposed updates in object-oriented databases m doherty  r hull  m rupawalla sigmod conference 1996|introduction to object-oriented databases ma garvey  ms jackson information and software technology  1989.0|0
a performance evaluation of oid mapping techniques a eickler  c gerlhof  d kossmann vldb 1995|towards a benchmarking for the evaluation of software testing techniques j miller  m roper  m wood  a brooks information and software technology  nan|0
research and practice in federated information systems  report of the efis ' 2000 international workshop nan nan 2000|research and practice in federated information systems w hasselbring  wj van den heuvel  gj houben  rd sigmod record  2000.0|1
acm multimedia '94 conference workshop on multimedia database management systems p berra  k nwosu  b thuraisingham sigmod record 1995|a database management system for the federal courts jr buchanan  rd fennell  h samet acm transactions on database systems  1984.0|0
the impact of database research on industrial products ( panel summary ) d barbar  j blakeley  d fishman  d lomet  m stonebraker sigmod record 1994|panel : the impact of database research on industrial products summary d fishman  d lomet  m stonebraker nan nan|1
research and practice in federated information systems  report of the efis ' 2000 international workshop nan nan 2000|research and practice in federated information systems : report of the efis ?? 2000 international w hasselbring  wj van den heuvel  gj houben  rd sigmod record  nan|1
picodbms : scaling down database techniques for the smartcard p pucheral  l bouganim  p valduriez  c bobineau vldb j. 2001|picodbms : scaling down database techniques for the smartcard p pucheral  l bouganim  p valduriez  c bobineau the vldb journal the international journal on very large & hellip ;  2001.0|1
relational data sharing in peer-based data management systems b ooi  y shu  k tan sigmod record 2003|storage structures and access methods in the relational data base management system ingres . g held  m stonebraker acm pacific  nan|0
locally adaptive dimensionality reduction for indexing large time series databases k chakrabarti  e keogh  s mehrotra  m pazzani acm trans . database syst . 2002|dimensionalityreduction for similarity searching in dynamic databases a singh  d agrawal  kvr kanth acm nan|0
transaction chopping : algorithms and performance studies d shasha  f llirbat  e simon  p valduriez acm trans . database syst . 1995|transaction chopping : algorithms and performance studies d shasha  f llirbat  e simon  p valduriez acm transactions on database systems  1995.0|1
clustering categorical data : an approach based on dynamical systems d gibson  j kleinberg  p raghavan vldb 1998|clustering categorical data : an approach based on dynamical systems d gibson  j kleinberg  p raghavan the vldb journal the international journal on very large & hellip ;  2000.0|1
leo - db2 's learning optimizer m stillger  g lohman  v markl  m kandil vldb 2001|m. and  kandil  leo-db2 's learning optimizer m stillger  gm lohman  v markl proc of 27th vldb nan|1
anatomy of a native xml base management system t fiebig  s helmer  c kanne  g moerkotte  j neumann  r schiele  t westmann vldb j. 2002|the arechitecture of an active database management system r dennis  du mccarthy proc . of acm sigmod symposium on man agement of data  nan|0
building a scaleable geo-spatial dbms : technology  implementation  and evaluation j patel  j yu  n kabra  k tufte  b nag  j burger  n hall  k ramasamy  r lueder  c ellmann  j kupsch  s guo  d dewitt  j naughton sigmod conference 1997|building a scaleable geo-spatial dbms : technology  implementation  and evaluation j patel  jb yu  n kabra  k tufte  b nag  j burger  sigmod record  1997.0|1
the ores temporal database management system b theodoulidis  a ait-braham  g andrianopoulos  j chaudhary  g karvelis  s sou sigmod conference 1994|ohlen . temporal database system implementations b mh acm sigmod record  nan|0
nearest neighbor queries n roussopoulos  s kelley  f vincent sigmod conference 1995|on nearest neighbor indexing of nonlinear trajectories cc aggarwal  d agrawal nan nan|0
odefs : a file system interface to an object-oriented database n gehani  h jagadish  w roome vldb 1994|the trigs active object-oriented database system - an overview g kappel  w retschitzegger sigmod record  1998.0|0
hd-eye : visual clustering of high dimensional data a hinneburg  d keim  m wawryniuk sigmod conference 2002|subspace selection for clustering high-dimensional data c baumgartner  c plant  k kailing  hp kriegel  p nan nan|0
efficient maintenance of materialized mediated views j lu  g moerkotte  j sch  v subrahmanian sigmod conference 1995|efficient maintenance of materialized mediated views jj lu  g moerkotte sigmod conference  1995.0|1
meaningful change detection in structured data s chawathe  h garcia-molina sigmod conference 1997|meaningful change detection in structured data ss chawathe  h garcia-molina nan nan|1
copy detection mechanisms for digital documents s brin  j davis  h garcia-molina sigmod conference 1995|copy detection mechanisms for digital documents s brin  j davis  h garcia-molina sigmod conference  1995.0|1
a multi-similarity algebra s adali  p bonatti  m sapino  v subrahmanian sigmod conference 1998|a multi-similarity algebra s adal   p bonatti  ml sapino  vs subrahmanian proc . of sigmod  l. haas and a. tiwary nan|1
design and implementation of a genetic-based algorithm for data mining s choenni vldb 2000|design and implementation of the rol deductive object-oriented database system m liu journal of intelligent information systems  2000.0|0
constraints for semi-structured data and xml p buneman  w fan  j simon  s weinstein sigmod record 2001|a classifier for semi-structured documents j yi  n sundaresan nan nan|0
converting relational to object-oriented databases j fong sigmod record 1997|introduction to object-oriented databases w kim nan nan|0
an introduction to spatial database systems r gting vldb j. 1994|an introduction to the unified data language udl cj date proceedings 6th international conference on vldb ( montreal  nan|0
indexing the positions of continuously moving objects s saltenis  c jensen  s leutenegger  m lopez sigmod conference 2000|on indexing moving objects g kollios  d gunopulos  vj tsotras proceedings of acm symp . on principles of database systems  nan|0
sleepers and workaholics : caching strategies in mobile environments d barbar  t imielinski vldb j. 1995|sleepers and workoholics-caching in mobile wireless environments d barbara  t imielinski proc . acm nan|1
query processing and optimization in oracle rdb g antoshenkov  m ziauddin vldb j. 1996|query processing and optimization in rdb g antoshnekov  m ziauddin vldb journal  nan|1
scalable parallel data mining for association rules e han  g karypis  v kumar sigmod conference 1997|efficient parallel data mining for association rules js park  ms chen  ps yu ?  nan nan|0
dynamat : a dynamic view management system for data warehouses y kotidis  n roussopoulos sigmod conference 1999|dynamat : a dynamic view management system for warehouse n russopoulos  y kotidis sigmod intl. conf on management of data  nan|1
an adaptive query execution system for data integration z ives  d florescu  m friedman  a levy  d weld sigmod conference 1999|an adaptive query execution engine for data integration z ives  d florescu  m friedman  a levy  d weld proc . of acm sigmod conf . on management of data  1999.0|1
state of the art in workflow management research and products nan nan 1996|state of the art in workflow management research and products c mohan sigmod conference  1996.0|1
application servers : born-again tp monitors for the web ? ( panel abstract ) c mohan sigmod conference 2001|application servers : born-again tp monitors for the web ? c mohan sigmod record  2001.0|1
mining frequent patterns without candidate generation j han  j pei  y yin sigmod conference 2000|mining frequent patterns without candidate generation . in proc 2000 acmsigmod intl conf j han  j pei  y yin management of data  may  nan|1
locating data sources in large distributed systems l galanis  y wang  s jeffery  d dewitt vldb 2003|data allocation in distributed database systems pmg apers acm transactions on database 1988.0|0
cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems s cha  s hwang  k kim  k kwon vldb 2001|distributed cache coherence for large scale shared memory multiprocessor systems m thapar  b delagi technical report ksl-89-83  stanford university  december nan|0
implementation of magic-sets in a relational database system i mumick  h pirahesh sigmod conference 1994|design and implementation of spatiotemporal database query processing system dh kim  kh ryu  ch park journal of systems and software  2002.0|0
metadata standards for data warehousing : open information model vs. common warehouse metamodel t vetterli  a vaduva  m staudt sigmod record 2000|metadata standards for data warehousing : open information model vs. common warehouse metamodel [ j ] t vetterliy  a vaduvaz  m staudty sigmod record  nan|1
tools and transformations - rigorous and otherwise - for practical database design a rosenthal  d reiner acm trans . database syst . 1994|tools and transformations-rigorous and otherwise-for practical database design a rosenthal  d reiner acm transactions on database systems  1994.0|1
broadcast disks : data management for asymmetric communications environments s acharya  r alonso  m franklin  s zdonik sigmod conference 1995|broadcast disks : data management for asymmetric communications environments sa vi  r alonso  m franklin  s zdonik proceedings of the acm sigmod conference on management of nan|1
rainbow : distributed database system for classroom education and experimental research a helal  h li vldb 2000|disima distributed image database system : experiences and reflections m tamerozsu  v oria  pj iglinski nan nan|0
incremental maintenance of recursive views using relational calculus/sql g dong  j su sigmod record 2000|incremental maintenance of recursive views using relational calculus/sql j su sigmod record  2000.0|1
database tuning : principles  experiments  and troubleshooting techniques ( part ii ) d shasha  p bonnet sigmod conference 2002|database tuning : principles  experiments  and troubleshooting techniques ( part i ) d shasha  p bonnet proceedings of the 2002 acm sigmod international conference & hellip ;  2002.0|0
what is the data warehousing problem ? ( are materialized views the answer ? ) a gupta  i mumick vldb 1996|using materialized views to speed up data warehousing m teschke  a ulbrich nan nan|0
fastmap : a fast algorithm for indexing  data-mining and visualization of traditional and multimedia datasets c faloutsos  k lin sigmod conference 1995|fastmap : afastalgorithmforindexing  data mining  and visualization of traditional and multimedia c faloutsos  ki lin sigmod record  proc. ?? 95acm sigmod int . conf . on management & hellip ;  nan|1
revisiting commit processing in distributed database systems r gupta  j haritsa  k ramamritham sigmod conference 1997|locating data sources in large distributed systems l galanis  y wang  sr jeffery  dj dewitt vldb  2003.0|0
description logics for semantic query optimization in object-oriented database systems d beneventano  s bergamaschi  c sartori acm trans . database syst . 2003|formal semantics for object oriented systems c pons nan nan|0
a unified framework for enforcing multiple access control policies s jajodia  p samarati  v subrahmanian  e bertino sigmod conference 1997|a unified framework for supporting multiple access control policies s jajodia  p samarati  m sapino  v subrahmanian acm transactions on database systems . to appear  nan|1
dynamic multi-resource load balancing in parallel database systems e rahm  r marek vldb 1995|dynamic load balancing in hierarchical parallel database systems l bouganim  d florescu  p valduriez rapport de recherche-institut national de recherche en & hellip ;  1996.0|0
optimal histograms with quality guarantees h jagadish  n koudas  s muthukrishnan  v poosala  k sevcik  t suel vldb 1998|optimal histograms with quality guarantees s muthukrishnan  v poosala  t suel bell labs technical report  may 1998 . [ or861 f. olken and d. nan|1
optimization techniques for queries with expensive methods j hellerstein acm trans . database syst . 1998|optimization techniques for queries with expensive methods jm hellerstein acm transactions on database systems  1998.0|1
fast algorithms for mining association rules in large databases r agrawal  r srikant vldb 1994|fast algorithms for mining association rules in large databases  ibm research report rj9839 [ r ] r agrawal  r skirant san jose  california : ibm almaden research center  nan|1
efficient maintenance of materialized mediated views j lu  g moerkotte  j sch  v subrahmanian sigmod conference 1995|efficient materialization and use of views in data warehouses mf de souza  mc sampaio sigmod record  1999.0|0
sap r/3 : a database application system ( tutorial ) nan nan 1998|sap r/3 ( tutorial ) : a database application system a kemper  d kossmann  f matthes proceedings of the 1998 acm sigmod international conference & hellip ;  1998.0|1
editor 's notes a segev sigmod record 1994|editor 's notes r goldstein the american statistician  1996.0|0
a regression-based temporal pattern mining scheme for data streams w teng  m chen  p yu vldb 2003|a regression-based temporal pattern mining scheme for data streams wg teng  ms chen  ps yu vldb  2003.0|1
fast nearest neighbor search in medical image databases f korn  n sidiropoulos  c faloutsos  e siegel  z protopapas vldb 1996|a fast nearest-neighbor search algorithm mt orchard nan nan|0
materialized view and index selection tool for microsoft sql server 2000 s agrawal  s chaudhuri  v narasayya sigmod conference 2001|white paper : microsoft index selection tool for sql server s ghaudhuri  v narasayya nan 1998.0|0
editor 's notes and erratum nan nan 1994|editor 's notes wmk trochim new directions for program evaluation  nan|0
a consensus glossary of temporal database concepts c jensen  j clifford  r elmasri  s gadia  p hayes  s jajodia sigmod record 1994|the consensus glossary of temporal database concepts-february 1998 version cs jensen  ce dyreson nan nan|1
database research at arizona state university s urban  s dietrich  f golshani sigmod record 1996|database research at the university of oklahoma . acms anthology sigmod record  1999.0|0
implementation aspects of an object-oriented dbms a dogac  m altinel  c ozkan  i durusoy sigmod record 1995|object-oriented database workshop : implementation aspects sm thatte acm sigmod record  1988.0|0
structured document storage and refined declarative and navigational access mechanisms in hyperstorm k bhm  k aberer  e neuhold  x yang vldb j. 1997|structured document storage and refined declarative and navigational access mechanisms in hyperstorm k bohm  k aberer  ej neuhold  x yang in vldb nan|1
a workflow-based electronic marketplace on the web a dogac  i durusoy  s arpinar  n tatbul  p koksal  i cingil  n dimililer sigmod record 1998|internet-based electronic markets a segev electronic markets  1999.0|0
the handwritten trie : indexing electronic ink w aref  d barbar  p vallabhaneni sigmod conference 1995|the handwritten trie : indexing electronic ink w aref  d barbar   p vallabhaneni proceedings of the 1995 acm sigmod international conference & hellip ;  1995.0|1
report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop nan nan 2001|report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop t critchlow sigmod record  2001.0|1
a foundation for multi-dimensional databases m gyssens  l lakshmanan vldb 1997|a foundation for multi-dimensional db m gyssens  vs lakshmanan proc . of the 23rd vldb  nan|1
data mining on an oltp system ( nearly ) for free e riedel  c faloutsos  g ganger  d nagle sigmod conference 2000|data mining on an oltp system ( nearly ) for free e riedel  c faloutsos  gr ganger  df nagle sigmod conference  2000.0|1
cost estimation of user-defined methods in object-relational database systems j boulos  k ono sigmod record 1999|integration of time versions into a relational database system p dadam  vy lum  hd werner vldb  1984.0|0
type classification of semi-structured documents m tresch  n palmer  a luniewski vldb 1995|ontology-based semantic classification of unstructured documents ck cheng  x pan  f kurfess nan nan|0
distributed query evaluation on semistructured data d suciu acm trans . database syst . 2002|distributed query evaluation on semistructured data d suciu acm transactions on database systems  2002.0|1
the mariposa distributed database management system j sidell sigmod record 1996|access path selection in a relational database management system pg selinger  mm astrahan  dd chamberlin sigmod conference  1979.0|0
rondo : a programming platform for generic model management s melnik  e rahm  p bernstein sigmod conference 2003|rondo : a programming platform for generic model management s melnik  e rahm  pa bernstein sigmod conference  2003.0|1
editor 's notes m franklin sigmod record 1998|editor 's notes tw banta implementing outcomes assessment : promise and perils . new & hellip ;  nan|0
a cost model for clustered object-oriented databases g gardarin  j gruser  z tang vldb 1995|a cost model for clustered object-oriented databases g gardarin  jr gruser  zh tang proceedings of the 21th international conference on very & hellip ;  1995.0|1
algebraic query optimisation for database programming languages a poulovassilis  c small vldb j. 1996|a transformation-based approach to optimizing loops in database programming languages df lieuwen  dj dewitt nan nan|0
polymorphism and type inference in database programming p buneman  a ohori acm trans . database syst . 1996|polymoprhism and type inferencein database programming . technicalreport  universities of p buneman  a ohori acm transaction on database nan|1
selectivity estimation in spatial databases s acharya  v poosala  s ramaswamy sigmod conference 1999|selectivity estimation using probabilistic models l getoor  b taskar  d koller nan nan|0
multi-dimensional database allocation for parallel data warehouses t sthr  h mrtens  e rahm vldb 2000|multi-dimensional database allocation for parallel data warehouses t stoehr  h maertens  e rahm vldb  2000.0|1
\ on saying \ '' \ `` enough already ! \ '' \ '' in sql \ '' '' m carey  d kossmann sigmod conference 1997|on saying  ?? enough already! ?? mj carey  d kossmann sql . in proc . of the acm sigmod conf . on management of nan|1
timber : a native xml database h jagadish  s al-khalifa  a chapman  l lakshmanan  a nierman  s paparizos  j patel  d srivastava  n wiwatwattana  y wu  c yu vldb j. 2002|timber : a native xml database hv jagadish  s al-khalifa  a chapman  lvs the vldb journal the international journal on very large & hellip ;  2002.0|1
sprint : a scalable parallel classifier for data mining j shafer  r agrawal  m mehta vldb 1996|sprint : a scalable parallel classifier for data mining cs john  r agrawal  m mehta proc . 22nd int . conf . very large databases  nan|1
integrating modelling systems for environmental management information systems d abel  k taylor  d kuo sigmod record 1997|data structures for an integrated data base management and information retrieval system hj schek  p pistor vldb  1982.0|0
balancing performance and data freshness in web database servers a labrinidis  n roussopoulos vldb 2003|exploring the tradeoff between performance and data freshness in database-driven web servers a labrinidis  n roussopoulos the vldb journal  2004.0|0
on database theory and xml d suciu sigmod record 2001|on database theory and xml d suciu sigmod record  2001.0|1
applying database visualization to the world wide web m hasan  a mendelzon  d vista sigmod record 1996|applying database visualization to the world wide web mz hasan  ao mendelzon  d vista sigmod record  1996.0|1
the xml typechecking problem d suciu sigmod record 2002|the xml typechecking problem d suciu sigmod record  2002.0|1
the incinerate data model h jagadish acm trans . database syst . 1995|a close at the ifo data model ms hanna sigmod record  nan|0
database research at the indian institute of technology  bombay d phatak  n sarda  s seshadri  s sudarshan sigmod record 1996|database research at the indian institute of technology  bombay db phatak  nl sarda  s seshadri  s sudarshan sigmod record  1996.0|1
reasoning about spatial relationships in picture retrieval systems a sistla  c yu  r haddad vldb 1994|reasoning about qualitative spatial relationships ap sistla  c yu journal of automated reasoning  2000.0|1
implementation of magic-sets in a relational database system i mumick  h pirahesh sigmod conference 1994|implementation techniques for main memory database systems  sigmod intl dj dewitt  rh katz  f olken  ld shapiro ?  conf . on management of data  nan|0
database research at ut arlington s chakravarthy  y aslandogan  r elmasri  l fegaras  j oh sigmod record 2003|database research at ut arlington s chakravarthy  a aslandogan  r elmasri  l fegaras acm sigmod record  2003.0|1
performance issues in incremental warehouse maintenance w labio  j yang  y cui  h garcia-molina  j widom vldb 2000|deriving production rules for incremental rule maintenance s ceri  j widom proceedings of the 17th vldb conference  nan|0
data placement in shared-nothing parallel database systems m mehta  d dewitt vldb j. 1997|buffer management in relational database systems gm sacco  m schkolnick acm transactions on database systems  1986.0|0
data modelling in the large m bertram sigmod record 1994|data modelling in the large m bertram sigmod record  1994.0|1
small materialized aggregates : a light weight index structure for data warehousing g moerkotte vldb 1998|small materialized aggregates : a light weight index structure g moerkotte very large data bases conference ( vldb ?? 98 )  nan|1
